product_type,brand,model,sku,discount_percent,regular_price_sar,sale_price_sar,ai_coprocessor,ai_enabled,color,cpu_clock,cpu_model,gpu_model,os,ram,release_date,screen_refresh_rate_hz,screen_resolution,screen_size_inch,storage,touchscreen,webcam,weight_kg,product_url,audio_feature,special_features
Laptop,Apple,MacBook Air,661499,,6299,,16-core Neural Engine,Apple Intelligence,Silver,,M3,10-core GPU,macOS Sonoma,16 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-661499.html,Built-in Mic/Speakers,
Laptop,HP,OmniBook,660025,,4599,,Intel AI Boost up to 12 TOPS,AI Enabled,Glacier Silver,P-core: 2.0 - 5.2 GHz/E-core: 1.7 - 4.2 GHz,Intel Core Ultra 7,Intel Graphics,Windows 11 Home,16 GB RAM,2025,2K IPS 300N AG,1920 X 1200,"16""",1 TB PCIe Gen4,,1080P FHD IR Camera,1.77 kg ( 3.90 lb ),https://www.jarir.com/sa-en/hp-laptops-660025.html,"DTS:X Ultra, Dual Speakers, HP Audio Boost",
Laptop,HP,OmniBook,660010,,4599,,Intel AI Boost up to 12 TOPS,AI Enabled,Sky Blue,P-core: 2.0 - 5.2 GHz/E-core: 1.7 - 4.2 GHz,Intel Core Ultra 7,Intel Graphics,Windows 11 Home,16 GB RAM,2025,2K IPS 300N AG,1920 X 1200,"16""",1 TB PCIe Gen4,,1080P FHD IR Camera,1.77 kg ( 3.90 lb ),https://www.jarir.com/sa-en/hp-laptops-660010.html,"DTS:X Ultra, Dual Speakers, HP Audio Boost",
Laptop,Apple,MacBook Pro,646500,,16199,,16-core Neural Engine,Apple Intelligence,Space Black,,M4 Max,32-core GPU,macOS Sequoia,36 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",1 TB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-max-laptops-646500.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,HP,Notebook,641320,,3399,,,,Natural Silver,2.0 GHz,AMD Ryzen 7,AMD Radeon Graphics,Windows 11 Home,16 GB RAM,2024,FHD-LED Anti-glare Display,1920 X 1080 (FHD),"15.6""",512 GB SSD,,True Vision 1080p FHD Camera with Temporal Noise Reduction,1.59 kg ( 3.51 lb ),https://www.jarir.com/sa-en/hp-notebook-laptops-641320.html,Built-in Dual Speakers/Mic,
Laptop,Apple,MacBook Pro,646496,,9499,,16-core Neural Engine,Apple Intelligence,Space Black,,M4 Pro,16-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-pro-laptops-646496.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646474,,7499,,16-core Neural Engine,Apple Intelligence,Space Black,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646474.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Lenovo,ThinkPad X9 14,656512,,7999,,Intel AI Boost up to 47 TOPS,CoPilot+ PC,Grey,2.2 - 4.8 GHzÂ ,Intel Core Ultra 7,Intel Arc 140V,Windows 11 Pro,32 GB RAM,2025,WUXGA-OLED 400N,1920 X 1200,"14""",1 TB PCIe NVMe M.2 SSD,,FHD Webcam,1.21 kg ( 2.67 lb ),https://www.jarir.com/sa-en/lenovo-laptops-656512.html,"Stereo Speakers 2 X 2W, Dolby Atmos","High Definition Audio, Cirrus Logic CS42L43"
Laptop,Apple,MacBook Air,654292,,6399,,16-core Neural Engine,Apple Intelligence,Midnight,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654292.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,646465,,3699,,16-core Neural Engine,Apple Intelligence,Midnight,,M2,8-core GPU,macOS Sequoia,16 GB RAM,2024,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-laptops-646465.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654285,,4499,,16-core Neural Engine,Apple Intelligence,Midnight,,M4,8-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654285.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654294,,5499,,16-core Neural Engine,Apple Intelligence,Starlight,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654294.html,Built-in Mic/Speakers,
Laptop,HP,Pavilion Plus,634878,,5999,,Intel AI Boost,AI Enabled,Natural Silver,4.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Home,32 GB RAM,2024,2.8K OLED Display,2880 X 1800 (OLED),"14""",1 TB PCIe NVMe M.2 SSD,,Wide Vision 5 MP IR Camera,1.44 kg ( 3.17 lb ),https://www.jarir.com/sa-en/hp-pavilion-plus-laptops-634878.html,"DTS:X Ultra, Dual Speakers, HP Audio Boost","Backlit Keyboard, IMAX Enhanced, Low Blue Light, Poly Studio, Micro-edge"
Laptop,HP,Notebook,641319,,2499,,,,Natural Silver,2.8 GHz,AMD Ryzen 5,AMD Radeon Graphics,Windows 11 Home,8 GB RAM,2024,FHD-LED Anti-glare Display,1920 X 1080 (FHD),"15.6""",512 GB SSD,,720p HD Camera,1.59 kg ( 3.51 lb ),https://www.jarir.com/sa-en/hp-notebook-laptops-641319.html,Built-in Dual Speakers/Mic,
Laptop,Apple,MacBook Air,632662,,5299,,16-core Neural Engine,Apple Intelligence,Midnight,,M3,10-core GPU,macOS Sonoma,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632662.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646502,,18549,,16-core Neural Engine,Apple Intelligence,Space Black,,M4 Max,40-core GPU,macOS Sequoia,48 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",1 TB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-max-laptops-646502.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,654327,,6399,,16-core Neural Engine,Apple Intelligence,Sky Blue,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654327.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654304,,7399,,16-core Neural Engine,Apple Intelligence,Sky Blue,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654304.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,646466,,4299,,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,8-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-646466.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654290,,6399,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654290.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654296,,5499,,16-core Neural Engine,Apple Intelligence,Sky Blue,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654296.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654291,,6399,,16-core Neural Engine,Apple Intelligence,Starlight,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654291.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654302,,7399,,16-core Neural Engine,Apple Intelligence,Starlight,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654302.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654297,,6449,,16-core Neural Engine,Apple Intelligence,Sky Blue,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654297.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654303,,7399,,16-core Neural Engine,Apple Intelligence,Midnight,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654303.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654301,,7399,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654301.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654332,,5449,,16-core Neural Engine,Apple Intelligence,Sky Blue,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654332.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654286,,4499,,16-core Neural Engine,Apple Intelligence,Sky Blue,,M4,8-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654286.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654293,,5499,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654293.html,Built-in Mic/Speakers,
Laptop,HP,,654667,,3799,,,,Natural Silver,,Intel Core i7,Intel Iris Xe Graphics,Windows 11 Home,16 GB RAM,2023,FHD IPS AG 300N,1920 X 1080 (FHD),"15.6""",512 GB SSD,,,1.59 kg ( 3.51 lb ),https://www.jarir.com/sa-en/hp-laptops-654667.html,,
Laptop,Lenovo,ThinkBook 14 G8,661298,,4799,,Intel AI Boost up to 13 TOPS,AI Enabled,Arctic Grey,P-core: 2.0 - 5.1 GHz/E-core: 1.5 - 4.4 GHz,Intel Core Ultra 7,Intel Arc 140T,Windows 11 Pro,32 GB RAM,2025,WUXGA IPS Anti-glare 300N Display,1920 X 1200 (WUXGA),"14""",1 TB SSD,,FHD 1080p with Privacy Shutter,1.36 kg ( 3.00 lb ),https://www.jarir.com/sa-en/lenovo-thinkbook-14-laptops-661298.html,"Dolby Audio, Stereo Speakers (2 X 2W)",
Laptop,Lenovo,ThinkBook 16 G8,661299,,4799,,Intel AI Boost up to 13 TOPS,AI Enabled,Arctic Grey,P-core: 2.0 - 5.1 GHz/E-core: 1.5 - 4.4 GHz,Intel Core Ultra 7,Intel Arc 140T,Windows 11 Pro,32 GB RAM,2025,WUXGA IPS Anti-glare 300N Display,1920 X 1200 (WUXGA),"16""",1 TB SSD,,FHD 1080p with Privacy Shutter,1.70 kg ( 3.75 lb ),https://www.jarir.com/sa-en/lenovo-thinkbook-16-laptops-661299.html,"Dolby Audio, Stereo Speakers (2 X 2W)",
Laptop,Lenovo,ThinkBook 16 G8,661297,,3499,,Intel AI Boost up to 12 TOPS,AI Enabled,Arctic Grey,P-core: 1.5 - 4.8 GHz/E-core: 1.3 - 3.8 GHz,Intel Core Ultra 5,Intel Graphics,Windows 11 Pro,16 GB RAM,2025,WUXGA IPS Anti-glare 300N Display,1920 X 1200 (WUXGA),"16""",512 GB SSD,,FHD 1080p with Privacy Shutter,1.70 kg ( 3.75 lb ),https://www.jarir.com/sa-en/lenovo-thinkbook-16-laptops-661297.html,"Dolby Audio, Stereo Speakers (2 X 2W)",
Laptop,Lenovo,ThinkBook 14 G8,661295,,3499,,Intel AI Boost up to 12 TOPS,AI Enabled,Arctic Grey,P-core: 1.5 - 4.8 GHz/E-core: 1.3 - 3.8 GHz,Intel Core Ultra 5,Intel Graphics,Windows 11 Pro,16 GB RAM,2025,WUXGA IPS Anti-glare 300N Display,1920 X 1200 (WUXGA),"14""",512 GB SSD,,FHD 1080p with Privacy Shutter,1.36 kg ( 3.00 lb ),https://www.jarir.com/sa-en/lenovo-thinkbook-14-laptops-661295.html,"Dolby Audio, Stereo Speakers (2 X 2W)",
Laptop,Apple,MacBook Air,654289,,5449,,16-core Neural Engine,Apple Intelligence,Midnight,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654289.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654288,,5449,,16-core Neural Engine,Apple Intelligence,Starlight,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654288.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654300,,6449,,16-core Neural Engine,Apple Intelligence,Midnight,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654300.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654295,,5499,,16-core Neural Engine,Apple Intelligence,Midnight,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654295.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654298,,6449,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654298.html,Built-in Mic/Speakers,
Laptop,Lenovo,ThinkBook 16 G7,654980,,4299,,Intel AI Boost up to 11 TOPS,AI Enabled,Arctic Grey,P-core: 1.4 - 4.8 GHz/E-core: 0.9 - 3.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Pro,16 GB RAM,2024,WUXGA IPS AG Display,1920 X 1200 (WUXGA),"16""",512 GB SSD,,FHD 1080p with Privacy Shutter,1.70 kg ( 3.75 lb ),https://www.jarir.com/sa-en/lenovo-laptops-654980.html,"Stereo Speakers 2 X 2W, Dolby Atmos",
Laptop,Apple,MacBook Air,654287,,5449,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654287.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654299,,6449,,16-core Neural Engine,Apple Intelligence,Starlight,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,12 MP Center Stage Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654299.html,Built-in Mic/Speakers,
Laptop,Lenovo,ThinkPad X9 15,656147,,8999,,Intel AI Boost up to 47 TOPS,CoPilot+ PC,Grey,2.2 GHz,Intel Core Ultra 7,Intel Arc 140V,Windows 11 Pro,32 GB RAM,2025,2.8K OLED 500N Multi-touch Display,2880 X 1800,"15.3""",1 TB SSD,Yes,UHD 8 MP + IR with E-shutter,1.40 kg ( 3.09 lb ),https://www.jarir.com/sa-en/lenovo-laptops-656147.html,"Stereo Speakers, 2 X 2W (Woofers)/2 X 2W (Tweeters), Dolby Atmos","High Definition Audio, Cirrus Logic CS42L43"
Laptop,Apple,MacBook Air,654283,,4499,,16-core Neural Engine,Apple Intelligence,Silver,,M4,8-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654283.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,654284,,4499,,16-core Neural Engine,Apple Intelligence,Starlight,,M4,8-core GPU,macOS Sequoia,16 GB RAM,2025,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,12 MP Center Stage Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-laptops-654284.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632670,,7899,,16-core Neural Engine,Apple Intelligence,Starlight,,M3,10-core GPU,macOS Sonoma,16 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-632670.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,646467,,4299,,16-core Neural Engine,Apple Intelligence,Silver,,M3,8-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-646467.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,646462,,3699,,16-core Neural Engine,Apple Intelligence,Space Grey,,M2,8-core GPU,macOS Sequoia,16 GB RAM,2024,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-laptops-646462.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646497,,16199,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Max,32-core GPU,macOS Sequoia,36 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",1 TB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-max-laptops-646497.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646488,,8499,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646488.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,646464,,3699,,16-core Neural Engine,Apple Intelligence,Starlight,,M2,8-core GPU,macOS Sequoia,16 GB RAM,2024,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-laptops-646464.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646483,,9399,,16-core Neural Engine,Apple Intelligence,Space Black,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646483.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646479,,11499,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Pro,20-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",512 GB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-pro-laptops-646479.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,646480,,6999,,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,10-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-646480.html,Built-in Mic/Speakers,
